worker_id,month,gross_earning,platform_fees,net_earning,currency,prev_month_net
WRK-000220,2025-02,4819.17,549.04,4270.13,EUR,2897.22
WRK-000220,2025-03,5233.21,596.21,4637.0,EUR,4270.13
WRK-000220,2025-04,4701.11,535.59,4165.52,EUR,4637.0
WRK-000220,2025-05,3163.72,360.44,2803.28,EUR,4165.52
WRK-000220,2025-06,3625.61,413.06,3212.55,EUR,2803.28
WRK-000220,2025-07,3834.98,436.91,3398.07,EUR,3212.55
WRK-000220,2025-08,2978.04,339.28,2638.76,EUR,3398.07
WRK-000220,2025-09,2712.18,308.99,2403.19,EUR,2638.76
WRK-000220,2025-10,3004.35,342.28,2662.07,EUR,2403.19
WRK-000220,2025-11,1053.26,120.0,933.26,EUR,2662.07
WRK-000220,2025-12,3039.79,346.32,2693.47,EUR,933.26
WRK-000220,2026-01,500.52,57.02,443.5,EUR,2693.47
WRK-000220,2026-02,2762.02,314.67,2447.35,EUR,443.5
WRK-000221,2024-05,1734.71,216.31,1518.4,EUR,0.0
WRK-000221,2024-06,1852.8,231.04,1621.76,EUR,1518.4
WRK-000221,2024-07,2140.22,266.88,1873.34,EUR,1621.76
WRK-000221,2024-08,1516.37,189.09,1327.28,EUR,1873.34
WRK-000221,2024-09,1637.68,204.21,1433.47,EUR,1327.28
WRK-000221,2024-10,2473.31,308.41,2164.9,EUR,1433.47
WRK-000221,2024-11,3603.04,449.29,3153.75,EUR,2164.9
WRK-000221,2024-12,3398.65,423.8,2974.85,EUR,3153.75
WRK-000221,2025-01,2179.02,271.72,1907.3,EUR,2974.85
WRK-000221,2025-02,2075.26,258.78,1816.48,EUR,1907.3
WRK-000221,2025-03,2868.24,357.66,2510.58,EUR,1816.48
WRK-000221,2025-04,2730.48,340.48,2390.0,EUR,2510.58
WRK-000221,2025-05,2423.66,302.22,2121.44,EUR,2390.0
WRK-000221,2025-06,1917.65,239.12,1678.53,EUR,2121.44
WRK-000221,2025-07,1967.08,245.29,1721.79,EUR,1678.53
WRK-000221,2025-08,1638.6,204.33,1434.27,EUR,1721.79
WRK-000221,2025-09,2560.01,319.22,2240.79,EUR,1434.27
WRK-000221,2025-10,1523.81,190.01,1333.8,EUR,2240.79
WRK-000221,2025-11,1825.26,227.6,1597.66,EUR,1333.8
WRK-000221,2025-12,50.0,6.23,43.77,EUR,1597.66
WRK-000221,2026-01,576.36,71.87,504.49,EUR,43.77
WRK-000221,2026-02,913.28,113.88,799.4,EUR,504.49
WRK-000222,2024-06,3021.61,323.57,2698.04,EUR,0.0
WRK-000222,2024-07,4739.3,507.52,4231.78,EUR,2698.04
WRK-000222,2024-08,5146.24,551.09,4595.15,EUR,4231.78
WRK-000222,2024-09,5287.2,566.19,4721.01,EUR,4595.15
WRK-000222,2024-10,3341.66,357.85,2983.81,EUR,4721.01
WRK-000222,2024-11,3450.48,369.5,3080.98,EUR,2983.81
WRK-000222,2024-12,4056.94,434.44,3622.5,EUR,3080.98
WRK-000222,2025-01,2509.13,268.69,2240.44,EUR,3622.5
WRK-000222,2025-02,760.61,81.45,679.16,EUR,2240.44
WRK-000222,2025-03,1057.11,113.2,943.91,EUR,679.16
WRK-000222,2025-04,1999.34,214.1,1785.24,EUR,943.91
WRK-000222,2025-05,2476.75,265.23,2211.52,EUR,1785.24
WRK-000222,2025-06,4790.18,512.96,4277.22,EUR,2211.52
WRK-000222,2025-07,3198.46,342.51,2855.95,EUR,4277.22
WRK-000222,2025-08,2113.93,226.37,1887.56,EUR,2855.95
WRK-000222,2025-09,2445.94,261.93,2184.01,EUR,1887.56
WRK-000222,2025-10,3463.68,370.91,3092.77,EUR,2184.01
WRK-000222,2025-11,2945.58,315.43,2630.15,EUR,3092.77
WRK-000222,2025-12,3207.44,343.47,2863.97,EUR,2630.15
WRK-000222,2026-01,3076.42,329.44,2746.98,EUR,2863.97
WRK-000222,2026-02,4472.5,478.95,3993.55,EUR,2746.98
WRK-000223,2025-01,2699.93,222.14,2477.79,EUR,0.0
WRK-000223,2025-02,1521.5,125.18,1396.32,EUR,2477.79
WRK-000223,2025-03,3161.59,260.12,2901.47,EUR,1396.32
WRK-000223,2025-04,3068.15,252.43,2815.72,EUR,2901.47
WRK-000223,2025-05,3087.6,254.03,2833.57,EUR,2815.72
WRK-000223,2025-06,2742.01,225.6,2516.41,EUR,2833.57
WRK-000223,2025-07,3898.17,320.72,3577.45,EUR,2516.41
WRK-000223,2025-08,2755.66,226.72,2528.94,EUR,3577.45
WRK-000223,2025-09,3268.46,268.91,2999.55,EUR,2528.94
WRK-000223,2025-10,2634.85,216.78,2418.07,EUR,2999.55
WRK-000223,2025-11,2944.55,242.26,2702.29,EUR,2418.07
WRK-000223,2025-12,3624.58,298.21,3326.37,EUR,2702.29
WRK-000223,2026-01,2614.65,215.12,2399.53,EUR,3326.37
WRK-000223,2026-02,3153.36,259.44,2893.92,EUR,2399.53
WRK-000224,2025-01,1057.92,154.65,903.27,EUR,0.0
WRK-000224,2025-02,1010.61,147.74,862.87,EUR,903.27
WRK-000224,2025-03,872.26,127.51,744.75,EUR,862.87
WRK-000224,2025-04,916.92,134.04,782.88,EUR,744.75
WRK-000224,2025-05,2005.59,293.19,1712.4,EUR,782.88
WRK-000224,2025-06,1689.2,246.94,1442.26,EUR,1712.4
WRK-000224,2025-07,1989.91,290.9,1699.01,EUR,1442.26
WRK-000224,2025-08,1806.14,264.04,1542.1,EUR,1699.01
WRK-000224,2025-09,1326.21,193.88,1132.33,EUR,1542.1
WRK-000224,2025-10,1268.8,185.48,1083.32,EUR,1132.33
WRK-000224,2025-11,1075.59,157.24,918.35,EUR,1083.32
WRK-000224,2025-12,1275.79,186.5,1089.29,EUR,918.35
WRK-000224,2026-01,1913.86,279.78,1634.08,EUR,1089.29
WRK-000224,2026-02,1879.92,274.82,1605.1,EUR,1634.08
WRK-000225,2024-08,2492.24,284.88,2207.36,EUR,0.0
WRK-000225,2024-09,2261.16,258.46,2002.7,EUR,2207.36
WRK-000225,2024-10,1232.44,140.87,1091.57,EUR,2002.7
WRK-000225,2024-11,1536.49,175.63,1360.86,EUR,1091.57
WRK-000225,2024-12,1946.45,222.49,1723.96,EUR,1360.86
WRK-000225,2025-01,1300.96,148.71,1152.25,EUR,1723.96
WRK-000225,2025-02,1665.6,190.39,1475.21,EUR,1152.25
WRK-000225,2025-03,1937.14,221.43,1715.71,EUR,1475.21
WRK-000225,2025-04,2051.39,234.48,1816.91,EUR,1715.71
WRK-000225,2025-05,2739.3,313.12,2426.18,EUR,1816.91
WRK-000225,2025-06,2435.73,278.42,2157.31,EUR,2426.18
WRK-000225,2025-07,2176.09,248.74,1927.35,EUR,2157.31
WRK-000225,2025-08,1980.1,226.34,1753.76,EUR,1927.35
WRK-000225,2025-09,1275.31,145.77,1129.54,EUR,1753.76
WRK-000225,2025-10,2140.72,244.7,1896.02,EUR,1129.54
WRK-000225,2025-11,1274.29,145.66,1128.63,EUR,1896.02
WRK-000225,2025-12,1105.4,126.35,979.05,EUR,1128.63
WRK-000225,2026-01,1886.0,215.58,1670.42,EUR,979.05
WRK-000225,2026-02,1815.33,207.5,1607.83,EUR,1670.42
WRK-000226,2025-01,1094.79,123.64,971.15,EUR,0.0
WRK-000226,2025-02,1205.13,136.1,1069.03,EUR,971.15
WRK-000226,2025-03,1315.57,148.58,1166.99,EUR,1069.03
WRK-000226,2025-04,1246.35,140.76,1105.59,EUR,1166.99
WRK-000226,2025-05,1140.76,128.83,1011.93,EUR,1105.59
WRK-000226,2025-06,1015.21,114.65,900.56,EUR,1011.93
WRK-000226,2025-07,1138.3,128.55,1009.75,EUR,900.56
WRK-000226,2025-08,885.82,100.04,785.78,EUR,1009.75
WRK-000226,2025-09,830.45,93.79,736.66,EUR,785.78
WRK-000226,2025-10,659.23,74.45,584.78,EUR,736.66
WRK-000226,2025-11,648.64,73.25,575.39,EUR,584.78
WRK-000226,2025-12,718.9,81.19,637.71,EUR,575.39
WRK-000226,2026-01,473.04,53.42,419.62,EUR,637.71
WRK-000226,2026-02,488.28,55.14,433.14,EUR,419.62
WRK-000227,2024-07,4805.94,389.69,4416.25,EUR,0.0
WRK-000227,2024-08,3383.72,274.37,3109.35,EUR,4416.25
WRK-000227,2024-09,4471.34,362.56,4108.78,EUR,3109.35
WRK-000227,2024-10,3624.77,293.91,3330.86,EUR,4108.78
WRK-000227,2024-11,5350.06,433.81,4916.25,EUR,3330.86
WRK-000227,2024-12,6446.95,522.75,5924.2,EUR,4916.25
WRK-000227,2025-01,6794.36,550.92,6243.44,EUR,5924.2
WRK-000227,2025-02,5090.44,412.76,4677.68,EUR,6243.44
WRK-000227,2025-03,5629.05,456.43,5172.62,EUR,4677.68
WRK-000227,2025-04,3193.97,258.98,2934.99,EUR,5172.62
WRK-000227,2025-05,3625.38,293.96,3331.42,EUR,2934.99
WRK-000227,2025-06,2235.88,181.3,2054.58,EUR,3331.42
WRK-000227,2025-07,3827.32,310.34,3516.98,EUR,2054.58
WRK-000227,2025-08,3124.6,253.36,2871.24,EUR,3516.98
WRK-000227,2025-09,4969.63,402.96,4566.67,EUR,2871.24
WRK-000227,2025-10,5536.25,448.91,5087.34,EUR,4566.67
WRK-000227,2025-11,5392.6,437.26,4955.34,EUR,5087.34
WRK-000227,2025-12,6989.24,566.72,6422.52,EUR,4955.34
WRK-000227,2026-01,9609.84,779.21,8830.63,EUR,6422.52
WRK-000227,2026-02,7960.28,645.46,7314.82,EUR,8830.63
WRK-000228,2024-09,868.89,110.43,758.46,EUR,0.0
WRK-000228,2024-10,569.41,72.37,497.04,EUR,758.46
WRK-000228,2024-11,677.37,86.09,591.28,EUR,497.04
WRK-000228,2024-12,769.77,97.83,671.94,EUR,591.28
WRK-000228,2025-01,809.35,102.86,706.49,EUR,671.94
WRK-000228,2025-02,652.37,82.91,569.46,EUR,706.49
WRK-000228,2025-03,680.97,86.55,594.42,EUR,569.46
WRK-000228,2025-04,1364.89,173.47,1191.42,EUR,594.42
WRK-000228,2025-05,1439.9,183.0,1256.9,EUR,1191.42
WRK-000228,2025-06,1430.59,181.82,1248.77,EUR,1256.9
WRK-000228,2025-07,1516.65,192.75,1323.9,EUR,1248.77
WRK-000228,2025-08,1558.72,198.1,1360.62,EUR,1323.9
WRK-000228,2025-09,1185.17,150.63,1034.54,EUR,1360.62
WRK-000228,2025-10,1325.08,168.41,1156.67,EUR,1034.54
WRK-000228,2025-11,1565.26,198.93,1366.33,EUR,1156.67
WRK-000228,2025-12,1667.94,211.98,1455.96,EUR,1366.33
WRK-000228,2026-01,1458.98,185.42,1273.56,EUR,1455.96
WRK-000228,2026-02,1633.72,207.63,1426.09,EUR,1273.56
WRK-000229,2024-10,4259.68,554.22,3705.46,EUR,0.0
WRK-000229,2024-11,3714.61,483.3,3231.31,EUR,3705.46
WRK-000229,2024-12,3363.72,437.65,2926.07,EUR,3231.31
WRK-000229,2025-01,3835.87,499.08,3336.79,EUR,2926.07
WRK-000229,2025-02,4427.84,576.1,3851.74,EUR,3336.79
WRK-000229,2025-03,3407.25,443.31,2963.94,EUR,3851.74
WRK-000229,2025-04,3093.18,402.45,2690.73,EUR,2963.94
WRK-000229,2025-05,3192.88,415.42,2777.46,EUR,2690.73
WRK-000229,2025-06,2465.89,320.83,2145.06,EUR,2777.46
WRK-000229,2025-07,2661.75,346.31,2315.44,EUR,2145.06
WRK-000229,2025-08,2985.2,388.4,2596.8,EUR,2315.44
WRK-000229,2025-09,3453.7,449.35,3004.35,EUR,2596.8
WRK-000229,2025-10,6474.0,842.32,5631.68,EUR,3004.35
WRK-000229,2025-11,4133.05,537.74,3595.31,EUR,5631.68
WRK-000229,2025-12,4489.5,584.12,3905.38,EUR,3595.31
WRK-000229,2026-01,3309.69,430.62,2879.07,EUR,3905.38
WRK-000229,2026-02,2663.04,346.48,2316.56,EUR,2879.07
WRK-000230,2024-08,4462.02,562.46,3899.56,EUR,0.0
WRK-000230,2024-09,6542.27,824.68,5717.59,EUR,3899.56
WRK-000230,2024-10,5600.38,705.95,4894.43,EUR,5717.59
WRK-000230,2024-11,4559.52,574.75,3984.77,EUR,4894.43
WRK-000230,2024-12,4937.91,622.45,4315.46,EUR,3984.77
WRK-000230,2025-01,2332.28,294.0,2038.28,EUR,4315.46
WRK-000230,2025-02,745.69,94.0,651.69,EUR,2038.28
WRK-000230,2025-03,2443.78,308.05,2135.73,EUR,651.69
WRK-000230,2025-04,3243.28,408.83,2834.45,EUR,2135.73
WRK-000230,2025-05,5207.96,656.49,4551.47,EUR,2834.45
WRK-000230,2025-06,5695.0,717.88,4977.12,EUR,4551.47
WRK-000230,2025-07,5144.08,648.44,4495.64,EUR,4977.12
WRK-000230,2025-08,4589.36,578.51,4010.85,EUR,4495.64
WRK-000230,2025-09,5995.17,755.72,5239.45,EUR,4010.85
WRK-000230,2025-10,7492.52,944.47,6548.05,EUR,5239.45
WRK-000230,2025-11,9561.95,1205.33,8356.62,EUR,6548.05
WRK-000230,2025-12,8286.26,1044.52,7241.74,EUR,8356.62
WRK-000230,2026-01,7081.93,892.71,6189.22,EUR,7241.74
WRK-000230,2026-02,6126.12,772.23,5353.89,EUR,6189.22
WRK-000231,2024-11,2637.09,372.14,2264.95,EUR,0.0
WRK-000231,2024-12,4998.45,705.36,4293.09,EUR,2264.95
WRK-000231,2025-01,7754.66,1094.31,6660.35,EUR,4293.09
WRK-000231,2025-02,6560.31,925.77,5634.54,EUR,6660.35
WRK-000231,2025-03,5012.89,707.4,4305.49,EUR,5634.54
WRK-000231,2025-04,5439.06,767.54,4671.52,EUR,4305.49
WRK-000231,2025-05,3709.3,523.44,3185.86,EUR,4671.52
WRK-000231,2025-06,2685.34,378.95,2306.39,EUR,3185.86
WRK-000231,2025-07,5378.94,759.06,4619.88,EUR,2306.39
WRK-000231,2025-08,3922.91,553.59,3369.32,EUR,4619.88
WRK-000231,2025-09,5246.69,740.39,4506.3,EUR,3369.32
WRK-000231,2025-10,2212.94,312.28,1900.66,EUR,4506.3
WRK-000231,2025-11,3773.71,532.53,3241.18,EUR,1900.66
WRK-000231,2025-12,2610.65,368.41,2242.24,EUR,3241.18
WRK-000231,2026-01,5143.18,725.79,4417.39,EUR,2242.24
WRK-000231,2026-02,6263.74,883.92,5379.82,EUR,4417.39
WRK-000232,2024-10,1010.78,93.47,917.31,EUR,0.0
WRK-000232,2024-11,1117.64,103.35,1014.29,EUR,917.31
WRK-000232,2024-12,1439.67,133.13,1306.54,EUR,1014.29
WRK-000232,2025-01,1261.72,116.67,1145.05,EUR,1306.54
WRK-000232,2025-02,1407.05,130.11,1276.94,EUR,1145.05
WRK-000232,2025-03,1947.98,180.13,1767.85,EUR,1276.94
WRK-000232,2025-04,1476.07,136.49,1339.58,EUR,1767.85
WRK-000232,2025-05,1428.17,132.07,1296.1,EUR,1339.58
WRK-000232,2025-06,1668.6,154.3,1514.3,EUR,1296.1
WRK-000232,2025-07,845.16,78.15,767.01,EUR,1514.3
WRK-000232,2025-08,989.65,91.51,898.14,EUR,767.01
WRK-000232,2025-09,1265.84,117.05,1148.79,EUR,898.14
WRK-000232,2025-10,1511.86,139.8,1372.06,EUR,1148.79
WRK-000232,2025-11,960.9,88.86,872.04,EUR,1372.06
WRK-000232,2025-12,1224.14,113.2,1110.94,EUR,872.04
WRK-000232,2026-01,1446.48,133.76,1312.72,EUR,1110.94
WRK-000232,2026-02,1500.47,138.75,1361.72,EUR,1312.72
WRK-000233,2024-07,2131.76,286.37,1845.39,EUR,0.0
WRK-000233,2024-08,1648.21,221.42,1426.79,EUR,1845.39
WRK-000233,2024-09,797.17,107.09,690.08,EUR,1426.79
WRK-000233,2024-10,1586.33,213.1,1373.23,EUR,690.08
WRK-000233,2024-11,2331.68,313.23,2018.45,EUR,1373.23
WRK-000233,2024-12,1711.97,229.98,1481.99,EUR,2018.45
WRK-000233,2025-01,870.84,116.99,753.85,EUR,1481.99
WRK-000233,2025-02,178.32,23.95,154.37,EUR,753.85
WRK-000233,2025-03,1091.83,146.67,945.16,EUR,154.37
WRK-000233,2025-04,1852.2,248.82,1603.38,EUR,945.16
WRK-000233,2025-05,1982.85,266.37,1716.48,EUR,1603.38
WRK-000233,2025-06,1096.8,147.34,949.46,EUR,1716.48
WRK-000233,2025-07,1072.85,144.12,928.73,EUR,949.46
WRK-000233,2025-08,1299.47,174.57,1124.9,EUR,928.73
WRK-000233,2025-09,2910.51,390.99,2519.52,EUR,1124.9
WRK-000233,2025-10,1350.25,181.39,1168.86,EUR,2519.52
WRK-000233,2025-11,377.62,50.73,326.89,EUR,1168.86
WRK-000233,2025-12,184.32,24.76,159.56,EUR,326.89
WRK-000233,2026-01,1908.97,256.45,1652.52,EUR,159.56
WRK-000233,2026-02,1968.64,264.46,1704.18,EUR,1652.52
WRK-000234,2024-07,2134.03,183.7,1950.33,EUR,0.0
WRK-000234,2024-08,2036.73,175.32,1861.41,EUR,1950.33
WRK-000234,2024-09,2352.24,202.48,2149.76,EUR,1861.41
WRK-000234,2024-10,1485.23,127.85,1357.38,EUR,2149.76
WRK-000234,2024-11,1531.62,131.84,1399.78,EUR,1357.38
WRK-000234,2024-12,2493.35,214.63,2278.72,EUR,1399.78
WRK-000234,2025-01,2545.91,219.16,2326.75,EUR,2278.72
WRK-000234,2025-02,2465.07,212.2,2252.87,EUR,2326.75
WRK-000234,2025-03,2831.19,243.71,2587.48,EUR,2252.87
WRK-000234,2025-04,2805.42,241.49,2563.93,EUR,2587.48
WRK-000234,2025-05,2635.48,226.87,2408.61,EUR,2563.93
WRK-000234,2025-06,2372.16,204.2,2167.96,EUR,2408.61
WRK-000234,2025-07,1890.17,162.71,1727.46,EUR,2167.96
WRK-000234,2025-08,2014.87,173.44,1841.43,EUR,1727.46
WRK-000234,2025-09,2163.09,186.2,1976.89,EUR,1841.43
WRK-000234,2025-10,1581.42,136.13,1445.29,EUR,1976.89
WRK-000234,2025-11,2088.0,179.74,1908.26,EUR,1445.29
WRK-000234,2025-12,2670.79,229.91,2440.88,EUR,1908.26
WRK-000234,2026-01,2512.57,216.29,2296.28,EUR,2440.88
WRK-000234,2026-02,2542.38,218.85,2323.53,EUR,2296.28
WRK-000235,2024-09,2805.99,404.98,2401.01,EUR,0.0
WRK-000235,2024-10,1699.78,245.32,1454.46,EUR,2401.01
WRK-000235,2024-11,1875.06,270.62,1604.44,EUR,1454.46
WRK-000235,2024-12,1785.63,257.71,1527.92,EUR,1604.44
WRK-000235,2025-01,2938.46,424.09,2514.37,EUR,1527.92
WRK-000235,2025-02,2381.51,343.71,2037.8,EUR,2514.37
WRK-000235,2025-03,3594.06,518.71,3075.35,EUR,2037.8
WRK-000235,2025-04,2493.72,359.91,2133.81,EUR,3075.35
WRK-000235,2025-05,2560.19,369.5,2190.69,EUR,2133.81
WRK-000235,2025-06,2415.24,348.58,2066.66,EUR,2190.69
WRK-000235,2025-07,3314.49,478.36,2836.13,EUR,2066.66
WRK-000235,2025-08,2605.52,376.04,2229.48,EUR,2836.13
WRK-000235,2025-09,2847.76,411.0,2436.76,EUR,2229.48
WRK-000235,2025-10,2421.63,349.5,2072.13,EUR,2436.76
WRK-000235,2025-11,2140.77,308.97,1831.8,EUR,2072.13
WRK-000235,2025-12,2927.08,422.45,2504.63,EUR,1831.8
WRK-000235,2026-01,1962.82,283.28,1679.54,EUR,2504.63
WRK-000235,2026-02,1119.75,161.61,958.14,EUR,1679.54
WRK-000236,2024-10,2352.31,237.67,2114.64,EUR,0.0
WRK-000236,2024-11,2315.89,233.99,2081.9,EUR,2114.64
WRK-000236,2024-12,2785.28,281.42,2503.86,EUR,2081.9
WRK-000236,2025-01,2206.91,222.98,1983.93,EUR,2503.86
WRK-000236,2025-02,1264.95,127.81,1137.14,EUR,1983.93
WRK-000236,2025-03,521.04,52.64,468.4,EUR,1137.14
WRK-000236,2025-04,50.0,5.05,44.95,EUR,468.4
WRK-000236,2025-05,1669.57,168.69,1500.88,EUR,44.95
WRK-000236,2025-06,1493.04,150.85,1342.19,EUR,1500.88
WRK-000236,2025-07,1648.64,166.58,1482.06,EUR,1342.19
WRK-000236,2025-08,878.73,88.79,789.94,EUR,1482.06
WRK-000236,2025-09,593.94,60.01,533.93,EUR,789.94
WRK-000236,2025-10,1129.9,114.16,1015.74,EUR,533.93
WRK-000236,2025-11,2391.89,241.67,2150.22,EUR,1015.74
WRK-000236,2025-12,3519.08,355.56,3163.52,EUR,2150.22
WRK-000236,2026-01,4644.96,469.32,4175.64,EUR,3163.52
WRK-000236,2026-02,5103.99,515.7,4588.29,EUR,4175.64
WRK-000237,2025-01,2000.95,209.04,1791.91,EUR,0.0
WRK-000237,2025-02,1858.19,194.13,1664.06,EUR,1791.91
WRK-000237,2025-03,2257.52,235.84,2021.68,EUR,1664.06
WRK-000237,2025-04,2295.42,239.8,2055.62,EUR,2021.68
WRK-000237,2025-05,1975.76,206.41,1769.35,EUR,2055.62
WRK-000237,2025-06,1630.09,170.3,1459.79,EUR,1769.35
WRK-000237,2025-07,1872.93,195.67,1677.26,EUR,1459.79
WRK-000237,2025-08,2051.71,214.34,1837.37,EUR,1677.26
WRK-000237,2025-09,1974.97,206.33,1768.64,EUR,1837.37
WRK-000237,2025-10,2240.98,234.12,2006.86,EUR,1768.64
WRK-000237,2025-11,2117.55,221.22,1896.33,EUR,2006.86
WRK-000237,2025-12,2943.73,307.53,2636.2,EUR,1896.33
WRK-000237,2026-01,1749.34,182.75,1566.59,EUR,2636.2
WRK-000237,2026-02,2523.47,263.63,2259.84,EUR,1566.59
WRK-000238,2024-06,2677.63,308.82,2368.81,EUR,0.0
WRK-000238,2024-07,3278.16,378.08,2900.08,EUR,2368.81
WRK-000238,2024-08,2616.85,301.81,2315.04,EUR,2900.08
WRK-000238,2024-09,3354.03,386.83,2967.2,EUR,2315.04
WRK-000238,2024-10,2349.25,270.94,2078.31,EUR,2967.2
WRK-000238,2024-11,2312.85,266.75,2046.1,EUR,2078.31
WRK-000238,2024-12,1360.24,156.88,1203.36,EUR,2046.1
WRK-000238,2025-01,50.0,5.77,44.23,EUR,1203.36
WRK-000238,2025-02,269.46,31.08,238.38,EUR,44.23
WRK-000238,2025-03,1248.72,144.02,1104.7,EUR,238.38
WRK-000238,2025-04,50.0,5.77,44.23,EUR,1104.7
WRK-000238,2025-05,865.13,99.78,765.35,EUR,44.23
WRK-000238,2025-06,1636.51,188.74,1447.77,EUR,765.35
WRK-000238,2025-07,3718.01,428.81,3289.2,EUR,1447.77
WRK-000238,2025-08,4505.84,519.67,3986.17,EUR,3289.2
WRK-000238,2025-09,3659.07,422.01,3237.06,EUR,3986.17
WRK-000238,2025-10,1759.12,202.88,1556.24,EUR,3237.06
WRK-000238,2025-11,2779.74,320.59,2459.15,EUR,1556.24
WRK-000238,2025-12,2764.4,318.82,2445.58,EUR,2459.15
WRK-000238,2026-01,4377.13,504.82,3872.31,EUR,2445.58
WRK-000238,2026-02,3297.18,380.27,2916.91,EUR,3872.31
WRK-000239,2024-11,3084.69,347.88,2736.81,EUR,0.0
WRK-000239,2024-12,3010.4,339.5,2670.9,EUR,2736.81
WRK-000239,2025-01,6226.77,702.24,5524.53,EUR,2670.9
WRK-000239,2025-02,4273.46,481.95,3791.51,EUR,5524.53
WRK-000239,2025-03,3126.84,352.64,2774.2,EUR,3791.51
WRK-000239,2025-04,4648.58,524.25,4124.33,EUR,2774.2
WRK-000239,2025-05,2442.31,275.44,2166.87,EUR,4124.33
WRK-000239,2025-06,3568.85,402.49,3166.36,EUR,2166.87
WRK-000239,2025-07,3375.16,380.64,2994.52,EUR,3166.36
WRK-000239,2025-08,2515.5,283.69,2231.81,EUR,2994.52
WRK-000239,2025-09,4186.2,472.11,3714.09,EUR,2231.81
WRK-000239,2025-10,4313.2,486.43,3826.77,EUR,3714.09
WRK-000239,2025-11,4289.18,483.72,3805.46,EUR,3826.77
WRK-000239,2025-12,5630.58,635.0,4995.58,EUR,3805.46
WRK-000239,2026-01,3536.22,398.81,3137.41,EUR,4995.58
WRK-000239,2026-02,3841.23,433.2,3408.03,EUR,3137.41
WRK-000240,2024-07,5423.03,593.82,4829.21,EUR,0.0
WRK-000240,2024-08,5071.82,555.36,4516.46,EUR,4829.21
WRK-000240,2024-09,4307.56,471.68,3835.88,EUR,4516.46
WRK-000240,2024-10,8363.59,915.81,7447.78,EUR,3835.88
WRK-000240,2024-11,6904.54,756.05,6148.49,EUR,7447.78
WRK-000240,2024-12,4916.92,538.4,4378.52,EUR,6148.49
WRK-000240,2025-01,4040.81,442.47,3598.34,EUR,4378.52
WRK-000240,2025-02,1588.8,173.97,1414.83,EUR,3598.34
WRK-000240,2025-03,2122.68,232.43,1890.25,EUR,1414.83
WRK-000240,2025-04,1969.44,215.65,1753.79,EUR,1890.25
WRK-000240,2025-05,394.8,43.23,351.57,EUR,1753.79
WRK-000240,2025-06,1764.95,193.26,1571.69,EUR,351.57
WRK-000240,2025-07,3593.03,393.44,3199.59,EUR,1571.69
WRK-000240,2025-08,5595.7,612.73,4982.97,EUR,3199.59
WRK-000240,2025-09,4765.73,521.85,4243.88,EUR,4982.97
WRK-000240,2025-10,7297.53,799.08,6498.45,EUR,4243.88
WRK-000240,2025-11,6612.66,724.09,5888.57,EUR,6498.45
WRK-000240,2025-12,5650.46,618.73,5031.73,EUR,5888.57
WRK-000240,2026-01,3659.47,400.71,3258.76,EUR,5031.73
WRK-000240,2026-02,4823.36,528.16,4295.2,EUR,3258.76
WRK-000241,2024-06,488.85,51.97,436.88,EUR,0.0
WRK-000241,2024-07,1161.32,123.46,1037.86,EUR,436.88
WRK-000241,2024-08,1084.16,115.25,968.91,EUR,1037.86
WRK-000241,2024-09,2130.5,226.48,1904.02,EUR,968.91
WRK-000241,2024-10,2848.61,302.82,2545.79,EUR,1904.02
WRK-000241,2024-11,3059.8,325.28,2734.52,EUR,2545.79
WRK-000241,2024-12,2967.41,315.45,2651.96,EUR,2734.52
WRK-000241,2025-01,3855.98,409.91,3446.07,EUR,2651.96
WRK-000241,2025-02,2097.71,223.0,1874.71,EUR,3446.07
WRK-000241,2025-03,1557.21,165.54,1391.67,EUR,1874.71
WRK-000241,2025-04,2425.93,257.89,2168.04,EUR,1391.67
WRK-000241,2025-05,1648.87,175.28,1473.59,EUR,2168.04
WRK-000241,2025-06,1480.74,157.41,1323.33,EUR,1473.59
WRK-000241,2025-07,2014.58,214.16,1800.42,EUR,1323.33
WRK-000241,2025-08,2012.71,213.96,1798.75,EUR,1800.42
WRK-000241,2025-09,4433.46,471.3,3962.16,EUR,1798.75
WRK-000241,2025-10,6109.01,649.42,5459.59,EUR,3962.16
WRK-000241,2025-11,4683.54,497.89,4185.65,EUR,5459.59
WRK-000241,2025-12,5759.51,612.27,5147.24,EUR,4185.65
WRK-000241,2026-01,5353.58,569.12,4784.46,EUR,5147.24
WRK-000241,2026-02,5244.75,557.55,4687.2,EUR,4784.46
WRK-000242,2024-10,3972.23,420.71,3551.52,EUR,0.0
WRK-000242,2024-11,2622.67,277.77,2344.9,EUR,3551.52
WRK-000242,2024-12,2017.46,213.67,1803.79,EUR,2344.9
WRK-000242,2025-01,809.0,85.68,723.32,EUR,1803.79
WRK-000242,2025-02,1032.74,109.38,923.36,EUR,723.32
WRK-000242,2025-03,3967.53,420.21,3547.32,EUR,923.36
WRK-000242,2025-04,3690.43,390.86,3299.57,EUR,3547.32
WRK-000242,2025-05,4331.16,458.72,3872.44,EUR,3299.57
WRK-000242,2025-06,4580.83,485.16,4095.67,EUR,3872.44
WRK-000242,2025-07,4644.4,491.9,4152.5,EUR,4095.67
WRK-000242,2025-08,3458.63,366.31,3092.32,EUR,4152.5
WRK-000242,2025-09,2367.07,250.7,2116.37,EUR,3092.32
