tx_id,stripe_payment_intent,worker_id,date,amount_sent,currency_sent,amount_received,currency_received,exchange_rate,destination_country,status
FX-002144,pi_519829a55e46d9dfc1c77d6e,WRK-000146,2025-06-02,99.96,EUR,3706.12,TRY,37.076,TR,completed
FX-002145,pi_5c8bc7fb25911750460c8db0,WRK-000146,2025-07-26,133.18,EUR,5228.14,TRY,39.2562,TR,completed
FX-002146,pi_927e797e5fe0a6a7ad45dad7,WRK-000146,2025-07-02,123.28,EUR,4605.09,TRY,37.3547,TR,completed
FX-002147,pi_dd15c3b1e3f74ff49932b49d,WRK-000146,2025-08-01,108.94,EUR,4112.41,TRY,37.7493,TR,completed
FX-002148,pi_481273fa6ecfc099fe44a15f,WRK-000146,2025-09-19,215.79,EUR,8602.51,TRY,39.8652,TR,completed
FX-002149,pi_94f00a6db6b9bff7916c64d3,WRK-000146,2025-10-11,130.6,EUR,4909.02,TRY,37.5882,TR,completed
FX-002150,pi_fd0f28efe74869116e8373de,WRK-000146,2025-10-07,180.16,EUR,6648.14,TRY,36.9013,TR,completed
FX-002151,pi_35d0102bea6737faf17c2e00,WRK-000146,2025-11-24,223.75,EUR,8511.05,TRY,38.0382,TR,completed
FX-002152,pi_b6c11b03b633eed80fe235ca,WRK-000146,2025-12-20,177.59,EUR,6621.51,TRY,37.2854,TR,completed
FX-002153,pi_13ae4a591526f3968e423c48,WRK-000146,2026-01-12,106.78,EUR,3948.01,TRY,36.9733,TR,completed
FX-002154,pi_43eb61d3bdca85ea5fa75c98,WRK-000146,2026-02-27,176.54,EUR,6985.9,TRY,39.5712,TR,completed
FX-002155,pi_65a581de1a7c7eaff63bb907,WRK-000148,2024-08-05,110.0,EUR,4316.1,TRY,39.2373,TR,completed
FX-002156,pi_7a27d5b73a2c74289064dfa4,WRK-000148,2024-08-07,83.42,EUR,3063.07,TRY,36.7186,TR,completed
FX-002157,pi_edc065e89c4c7f9431fd6e89,WRK-000148,2024-09-25,135.93,EUR,4998.43,TRY,36.7721,TR,completed
FX-002158,pi_9370745c654e900a7935c2eb,WRK-000148,2024-10-12,122.3,EUR,4820.1,TRY,39.4121,TR,completed
FX-002159,pi_c5434446edafc120c82fdcd1,WRK-000148,2024-10-23,181.35,EUR,6663.72,TRY,36.7451,TR,completed
FX-002160,pi_b7262581efb90f1985d50d59,WRK-000148,2024-11-03,95.33,EUR,3786.15,TRY,39.7162,TR,completed
FX-002161,pi_680056137a489bbc6551de1d,WRK-000148,2024-11-20,162.36,EUR,6474.67,TRY,39.8785,TR,completed
FX-002162,pi_7eff733a67d9612fd8c5f9bd,WRK-000148,2024-12-21,106.08,EUR,4084.29,TRY,38.502,TR,completed
FX-002163,pi_0fbc7073f3ab9a08b8d559ca,WRK-000148,2025-03-27,117.54,EUR,4479.19,TRY,38.1078,TR,completed
FX-002164,pi_5287533cc861fe5ad89bbb9d,WRK-000148,2025-03-25,89.34,EUR,3416.83,TRY,38.2452,TR,completed
FX-002165,pi_caff7ffd5ef8348062954e7d,WRK-000148,2025-04-18,164.42,EUR,6318.46,TRY,38.4288,TR,completed
FX-002166,pi_f21b5d5d9eecd5af6bdd9a2e,WRK-000148,2025-07-07,85.89,EUR,3316.32,TRY,38.6113,TR,pending
FX-002167,pi_0381c7e2a0d1320a2b9ccbc4,WRK-000148,2025-07-25,97.87,EUR,3646.39,TRY,37.2575,TR,completed
FX-002168,pi_94738316355cc0ea85012e9c,WRK-000148,2025-07-16,145.74,EUR,5391.78,TRY,36.9959,TR,completed
FX-002169,pi_587150eb12f2b320a1aed499,WRK-000148,2025-08-26,149.77,EUR,6024.51,TRY,40.2251,TR,completed
FX-002170,pi_8ccd7d4b67abca26dffe8df6,WRK-000148,2025-10-17,88.87,EUR,3525.13,TRY,39.6661,TR,completed
FX-002171,pi_16e8b9b18f7da1e9eb7c44fa,WRK-000148,2025-11-09,194.45,EUR,7581.99,TRY,38.992,TR,completed
FX-002172,pi_7b89455a4ea2244c8e95b2f9,WRK-000148,2026-01-25,112.61,EUR,4177.94,TRY,37.101,TR,completed
FX-002173,pi_a94a5fd3a93e787241fce3f8,WRK-000148,2026-01-28,162.03,EUR,6386.98,TRY,39.4185,TR,completed
FX-002174,pi_c356a85b25f49c986fc0b949,WRK-000148,2026-01-04,176.56,EUR,6735.62,TRY,38.1492,TR,completed
FX-002175,pi_b0ca1d5bcc17f7dd12dda8d6,WRK-000148,2026-02-06,125.32,EUR,4607.73,TRY,36.7677,TR,completed
FX-002176,pi_b6fe024049883f42ed11232a,WRK-000152,2024-07-25,48.1,TRY,1.21,EUR,39.6529,DE,completed
FX-002177,pi_5acdf5cdf2d4c556499f9a87,WRK-000152,2024-10-06,59.4,TRY,1.52,EUR,39.165,DE,completed
FX-002178,pi_8726482fd367038e4a6a822c,WRK-000152,2024-10-27,49.46,TRY,1.34,EUR,36.8797,DE,completed
FX-002179,pi_c66d2ed5a9f533496195ac15,WRK-000152,2024-10-24,68.3,TRY,1.83,EUR,37.3033,DE,completed
FX-002180,pi_a5a873f92b61e3b6edba86b0,WRK-000152,2024-11-09,68.86,TRY,1.79,EUR,38.5186,DE,completed
FX-002181,pi_f7b4a5450edea172856eaad9,WRK-000152,2025-06-12,72.24,TRY,1.85,EUR,38.9926,DE,completed
FX-002182,pi_60c340d37038c54a3dac937a,WRK-000152,2025-07-14,71.49,TRY,1.91,EUR,37.4858,DE,completed
FX-002183,pi_d7bbc5e760aa8e9b9d6da571,WRK-000152,2025-09-13,34.41,TRY,0.94,EUR,36.7852,DE,completed
FX-002184,pi_30c5b843b49bb5ce0e7f5354,WRK-000152,2025-09-23,39.68,TRY,0.99,EUR,40.0692,DE,completed
FX-002185,pi_bdb35ed6a08b8f59ca680a64,WRK-000152,2025-10-01,54.62,TRY,1.46,EUR,37.3224,DE,completed
FX-002186,pi_07e7dd2d887e458ebc16134c,WRK-000152,2025-10-10,42.33,TRY,1.07,EUR,39.6785,DE,completed
FX-002187,pi_5ea7f7a0aca3959b1fd38688,WRK-000152,2025-11-28,75.91,TRY,1.95,EUR,38.9406,DE,completed
FX-002188,pi_ddd82da313cfcec00e25b63b,WRK-000152,2026-01-09,50.24,TRY,1.27,EUR,39.455,DE,completed
FX-002189,pi_a05bfd181ee3b5c04b84cb3b,WRK-000152,2026-01-16,78.33,TRY,1.96,EUR,39.9825,DE,completed
FX-002190,pi_4b0ccf5a8d42457c3c349a28,WRK-000152,2026-01-10,47.13,TRY,1.26,EUR,37.4223,DE,completed
FX-002191,pi_dfa99057eef86d9768c0211b,WRK-000153,2024-04-07,95.7,TRY,2.6,EUR,36.8013,DE,completed
FX-002192,pi_3e33c31f84898387a83d41d5,WRK-000153,2024-04-25,149.24,TRY,3.76,EUR,39.6546,DE,completed
FX-002193,pi_4ccda9e706cbf0c4f130a7e2,WRK-000153,2024-04-13,82.05,TRY,2.06,EUR,39.9127,DE,completed
FX-002194,pi_c17fc5af6c301dcabe9d6a43,WRK-000153,2024-05-21,117.78,TRY,2.95,EUR,39.9133,DE,completed
FX-002195,pi_0eb9dced8d6f06d634bfc9e9,WRK-000153,2024-07-15,133.64,TRY,3.32,EUR,40.3135,DE,completed
FX-002196,pi_6c0ce2a023f8109fb5e346ed,WRK-000153,2024-08-24,97.01,TRY,2.65,EUR,36.6221,DE,completed
FX-002197,pi_59579d1bdcc8f549428c2c08,WRK-000153,2024-10-08,155.7,TRY,3.87,EUR,40.2783,DE,completed
FX-002198,pi_af27357729d826ddcb4869d8,WRK-000153,2024-11-21,71.55,TRY,1.89,EUR,37.7909,DE,completed
FX-002199,pi_be0aa7501a06f90ef8038ed0,WRK-000153,2025-05-02,97.47,TRY,2.5,EUR,38.9121,DE,completed
FX-002200,pi_1358393c55744d2a743c2433,WRK-000153,2025-06-11,89.1,TRY,2.38,EUR,37.4414,DE,completed
FX-002201,pi_e7ebf9e3e85365dfb93b067a,WRK-000153,2025-07-04,111.11,TRY,2.94,EUR,37.7783,DE,completed
FX-002202,pi_445580a1576bde8ab6195310,WRK-000153,2025-09-03,68.11,TRY,1.79,EUR,37.9811,DE,completed
FX-002203,pi_e3eca25ecc9cb9f312ad1c53,WRK-000153,2025-11-25,156.46,TRY,4.0,EUR,39.112,DE,completed
FX-002204,pi_1ca234396b7e9b1da4d62b3c,WRK-000153,2025-11-10,157.47,TRY,4.16,EUR,37.8517,DE,failed
FX-002205,pi_42d9d5428a9c35c3fa964041,WRK-000153,2025-12-11,114.35,TRY,3.01,EUR,37.9925,DE,completed
FX-002206,pi_c53879b54c737dcc85b9bf02,WRK-000156,2024-09-26,88.3,TRY,2.23,EUR,39.6805,DE,completed
FX-002207,pi_12584aed510567b28818f6cc,WRK-000156,2024-09-17,63.91,TRY,1.71,EUR,37.4034,DE,completed
FX-002208,pi_25dccef4a87d419ddfa9dbbc,WRK-000156,2024-10-15,79.7,TRY,2.09,EUR,38.1497,DE,completed
FX-002209,pi_b7ae836ef52d8b6b44a48963,WRK-000156,2024-11-16,70.57,TRY,1.85,EUR,38.0522,DE,completed
FX-002210,pi_e851fef0e2ac00bba2f5d505,WRK-000156,2024-11-12,77.57,TRY,2.1,EUR,37.0184,DE,completed
FX-002211,pi_c473d0f6c692b2d2dc8faf46,WRK-000156,2025-03-10,73.33,TRY,1.91,EUR,38.3015,DE,completed
FX-002212,pi_087813b1fc3619baa4e9361c,WRK-000156,2025-04-14,67.16,TRY,1.7,EUR,39.5968,DE,completed
FX-002213,pi_c333b17d279b5572ac8777c2,WRK-000156,2025-04-09,69.89,TRY,1.8,EUR,38.8848,DE,completed
FX-002214,pi_15e8be87cdff23d6ef15c975,WRK-000156,2025-05-23,56.49,TRY,1.42,EUR,39.7153,DE,completed
FX-002215,pi_f836fb01c116e0c15520a42a,WRK-000156,2025-06-01,56.0,TRY,1.52,EUR,36.9243,DE,completed
FX-002216,pi_e849b93336605dc3bb938c0e,WRK-000156,2025-07-01,50.63,TRY,1.27,EUR,39.8213,DE,completed
FX-002217,pi_96cfec57f9d9d689f48c6465,WRK-000156,2025-08-25,51.62,TRY,1.39,EUR,37.1935,DE,completed
FX-002218,pi_5bd12270f9a353ab332c0d92,WRK-000156,2025-08-22,96.37,TRY,2.4,EUR,40.1351,DE,completed
FX-002219,pi_30cb18f805d337a73247931b,WRK-000156,2025-11-05,44.55,TRY,1.16,EUR,38.2463,DE,completed
FX-002220,pi_bdbaa218830e5c7e864a2bfd,WRK-000156,2025-11-25,86.2,TRY,2.34,EUR,36.875,DE,completed
FX-002221,pi_a0eca28265b5c8180f8c42ea,WRK-000156,2025-11-08,50.14,TRY,1.26,EUR,39.7489,DE,completed
FX-002222,pi_5919b87e7eb69f9c8e99342e,WRK-000156,2025-12-05,75.63,TRY,2.05,EUR,36.8959,DE,completed
FX-002223,pi_a072faa9d691f01d1d34d091,WRK-000156,2025-12-01,92.7,TRY,2.53,EUR,36.6774,DE,completed
FX-002224,pi_318dfb0a089822c2eaa05625,WRK-000156,2025-12-17,43.85,TRY,1.14,EUR,38.3192,DE,completed
FX-002225,pi_22ca2173c03c942f9054c127,WRK-000156,2026-01-12,54.17,TRY,1.35,EUR,40.2535,DE,completed
FX-002226,pi_4fa5c815ab154c3e39362054,WRK-000156,2026-02-03,48.2,TRY,1.32,EUR,36.616,DE,completed
FX-002227,pi_d91de255cc000457f6434c26,WRK-000156,2026-02-05,52.65,TRY,1.33,EUR,39.6479,DE,completed
FX-002228,pi_1eeaca0714cc0b6718c2b835,WRK-000158,2024-08-15,229.86,TRY,5.75,EUR,39.9682,DE,completed
FX-002229,pi_51d96778bc01e0bae3eb850a,WRK-000158,2024-09-13,263.38,TRY,7.1,EUR,37.1181,DE,completed
FX-002230,pi_494c76296265e0c22e008470,WRK-000158,2024-10-28,160.44,TRY,4.05,EUR,39.6012,DE,completed
FX-002231,pi_e086c618f90453911d1a4a0f,WRK-000158,2024-12-24,162.28,TRY,4.41,EUR,36.8088,DE,completed
FX-002232,pi_1e7a091ce2834a8feefe40e8,WRK-000158,2024-12-22,206.98,TRY,5.5,EUR,37.6529,DE,completed
FX-002233,pi_a55fc957d1361120ab327ebc,WRK-000158,2025-01-21,142.05,TRY,3.53,EUR,40.285,DE,completed
FX-002234,pi_fd9448969308f51697336efc,WRK-000158,2025-01-14,241.77,TRY,6.32,EUR,38.2344,DE,completed
FX-002235,pi_a27dc59f0bc485cd6c137568,WRK-000158,2025-02-14,238.55,TRY,6.07,EUR,39.3145,DE,completed
FX-002236,pi_dedaa2296ccdd79fed65b026,WRK-000158,2025-04-19,184.69,TRY,4.63,EUR,39.8628,DE,completed
FX-002237,pi_1fa42a948cb12a834b0b02cd,WRK-000158,2025-05-14,204.36,TRY,5.34,EUR,38.246,DE,completed
FX-002238,pi_649e26c9b8141eb59bf2c1cd,WRK-000158,2025-06-23,252.97,TRY,6.33,EUR,39.9362,DE,completed
FX-002239,pi_187e31faa6e150847d9f0fb0,WRK-000158,2025-08-27,242.65,TRY,6.56,EUR,36.985,DE,completed
FX-002240,pi_629f8d7cb307b414ac79ce64,WRK-000158,2025-09-06,281.47,TRY,6.98,EUR,40.3456,DE,completed
FX-002241,pi_717ed9aac4fa61747bcdf946,WRK-000158,2025-10-08,250.91,TRY,6.26,EUR,40.1082,DE,completed
FX-002242,pi_9a400b0995bcd176fe3ae307,WRK-000158,2025-10-03,132.13,TRY,3.52,EUR,37.5471,DE,completed
FX-002243,pi_bcd460d63eae68d1d496ea0c,WRK-000158,2025-12-19,269.31,TRY,7.07,EUR,38.0773,DE,completed
FX-002244,pi_e33c0551ba1c3efefa40fc29,WRK-000158,2026-02-11,224.75,TRY,6.08,EUR,36.9655,DE,completed
FX-002245,pi_3c941abea4009abab49faf73,WRK-000160,2024-08-01,231.61,TRY,6.05,EUR,38.2827,DE,completed
FX-002246,pi_a0bee0d6e94bad81c372879a,WRK-000160,2024-10-17,205.36,TRY,5.38,EUR,38.1505,DE,completed
FX-002247,pi_ae8b11eee988f22aad81d030,WRK-000160,2024-11-01,194.84,TRY,5.13,EUR,37.9586,DE,completed
FX-002248,pi_e426db66c43ef7c854c26c77,WRK-000160,2024-12-15,148.52,TRY,3.79,EUR,39.1829,DE,completed
FX-002249,pi_60ce5139bac5daf788e44e21,WRK-000160,2025-01-17,277.92,TRY,7.55,EUR,36.8319,DE,completed
FX-002250,pi_d1b9e7cfb36c0fb6efd34e64,WRK-000160,2025-03-26,234.72,TRY,5.92,EUR,39.6402,DE,completed
FX-002251,pi_08f3e80f78204ef2e3278818,WRK-000160,2025-04-17,281.3,TRY,7.34,EUR,38.3501,DE,completed
FX-002252,pi_8ee77cf34353985683d00268,WRK-000160,2025-05-14,248.1,TRY,6.52,EUR,38.0422,DE,completed
FX-002253,pi_fe334c0fac6f944db0f333ad,WRK-000160,2025-06-09,141.84,TRY,3.52,EUR,40.2639,DE,completed
FX-002254,pi_e6658491154cd38025ce10a9,WRK-000160,2025-09-05,243.94,TRY,6.34,EUR,38.4854,DE,completed
FX-002255,pi_53bfa646c5ea72fdb26ee0cd,WRK-000160,2025-09-01,169.8,TRY,4.3,EUR,39.4937,DE,completed
FX-002256,pi_632c33ba367b71182d0b05d9,WRK-000160,2025-11-25,220.43,TRY,5.72,EUR,38.5336,DE,completed
FX-002257,pi_114e6b18ef8ed81951c69005,WRK-000160,2025-12-25,228.17,TRY,5.75,EUR,39.6538,DE,completed
FX-002258,pi_9e951773b2badcff388358ee,WRK-000160,2025-12-25,139.65,TRY,3.65,EUR,38.3068,DE,completed
FX-002259,pi_d43611d0f7f5816742b519d7,WRK-000160,2026-01-14,199.21,TRY,4.95,EUR,40.2374,DE,completed
FX-002260,pi_e2944cd2bb8aec74a399b2a8,WRK-000160,2026-02-03,128.27,TRY,3.28,EUR,39.095,DE,completed
FX-002261,pi_9898d03f8b4b8d9fc1cbc869,WRK-000161,2024-06-17,161.72,EUR,6535.78,TRY,40.4142,TR,completed
FX-002262,pi_8adc208e8df0af988f110dae,WRK-000161,2024-08-12,315.31,EUR,12740.83,TRY,40.4073,TR,completed
FX-002263,pi_3ced1d9694cc2d3ef4817277,WRK-000161,2024-09-24,213.0,EUR,8475.38,TRY,39.7905,TR,completed
FX-002264,pi_3c5cb07cc34346a846e46e2a,WRK-000161,2024-10-15,273.47,EUR,10619.82,TRY,38.8336,TR,completed
FX-002265,pi_4d7de732f0d84889e98a73ca,WRK-000161,2024-10-14,215.57,EUR,8413.87,TRY,39.0308,TR,completed
FX-002266,pi_b7ae5ac52eb12c2aa247a6df,WRK-000161,2024-11-01,170.59,EUR,6584.83,TRY,38.6003,TR,failed
FX-002267,pi_9597a4afab9175ac0f44243a,WRK-000161,2024-12-20,268.82,EUR,10147.09,TRY,37.7468,TR,completed
FX-002268,pi_4640572724a61e33d8301066,WRK-000161,2025-01-01,255.07,EUR,10170.23,TRY,39.8723,TR,completed
FX-002269,pi_c0e80692573117ccd2f210ad,WRK-000161,2025-01-09,263.06,EUR,10581.25,TRY,40.2237,TR,completed
FX-002270,pi_349fab0e18e7ed70739b33c3,WRK-000161,2025-02-04,360.62,EUR,14270.78,TRY,39.5729,TR,completed
FX-002271,pi_486236cf68ff70c6aaeb1b68,WRK-000161,2025-07-13,166.07,EUR,6637.37,TRY,39.9673,TR,completed
FX-002272,pi_4ac48f986bb34d4f250185d5,WRK-000161,2025-08-12,266.97,EUR,9868.33,TRY,36.9642,TR,pending
FX-002273,pi_e884996955ab332e65828105,WRK-000161,2025-08-14,186.76,EUR,6862.98,TRY,36.7476,TR,completed
FX-002274,pi_e25ee3a7a2c29f0b7cfaf926,WRK-000161,2025-09-01,282.29,EUR,11207.28,TRY,39.7013,TR,completed
FX-002275,pi_c0b0a2d6c446f525d1965714,WRK-000161,2025-09-25,331.35,EUR,12757.34,TRY,38.5011,TR,completed
FX-002276,pi_dc0ced1e2c833e79148e04cf,WRK-000161,2025-10-14,243.89,EUR,9286.48,TRY,38.0765,TR,completed
FX-002277,pi_7adfecea9ee80042345bbeb5,WRK-000161,2025-10-25,306.44,EUR,11556.74,TRY,37.7129,TR,completed
FX-002278,pi_d2628e9a73d9d6f936cebac9,WRK-000161,2025-10-15,371.0,EUR,14418.36,TRY,38.8635,TR,completed
FX-002279,pi_78a7a2b3fa0e2df2a1a56cd7,WRK-000161,2025-11-24,171.22,EUR,6547.95,TRY,38.2429,TR,completed
FX-002280,pi_5733ae79c06322eab2008108,WRK-000161,2025-11-18,204.82,EUR,7793.32,TRY,38.0496,TR,completed
FX-002281,pi_6d3d36db0fa1b6523400f70b,WRK-000161,2025-11-20,330.06,EUR,13330.36,TRY,40.3877,TR,completed
FX-002282,pi_d54a9d46a305625f65034f77,WRK-000161,2025-12-13,246.35,EUR,9243.52,TRY,37.5219,TR,completed
FX-002283,pi_573c8227909af9be5a82bb24,WRK-000161,2026-02-28,281.33,EUR,11253.59,TRY,40.0014,TR,completed
FX-002284,pi_16a391cca3e770a48078c7f5,WRK-000162,2024-09-03,144.96,TRY,3.62,EUR,40.0557,DE,completed
FX-002285,pi_f2a7edc3a69a8c7bc376bdbc,WRK-000162,2024-09-22,126.88,TRY,3.34,EUR,37.9668,DE,completed
FX-002286,pi_1ca4c9b074f3dffb32ae530d,WRK-000162,2024-11-05,159.76,TRY,4.08,EUR,39.1497,DE,completed
FX-002287,pi_b7994864f2d412bb048d1213,WRK-000162,2024-12-23,158.98,TRY,4.34,EUR,36.6718,DE,completed
FX-002288,pi_fcaf38906a99a669d08ee7ee,WRK-000162,2025-01-28,111.93,TRY,3.03,EUR,36.8819,DE,completed
FX-002289,pi_b9ac1559f59d3decb07ba9c9,WRK-000162,2025-04-01,143.14,TRY,3.59,EUR,39.8559,DE,completed
FX-002290,pi_6c1e1b54a99b054418ff0f62,WRK-000162,2025-04-11,155.38,TRY,4.15,EUR,37.4206,DE,completed
FX-002291,pi_9a07f2524bdb2d1a8f0db250,WRK-000162,2025-05-16,97.05,TRY,2.51,EUR,38.6218,DE,completed
FX-002292,pi_eeec10c1d1ff1b5415b22877,WRK-000162,2025-06-01,91.42,TRY,2.36,EUR,38.7198,DE,pending
FX-002293,pi_7d9a65f85adf258bfbe61880,WRK-000162,2025-06-21,158.9,TRY,4.14,EUR,38.3373,DE,completed
FX-002294,pi_9e2ed2d5a144056c4de7d294,WRK-000162,2025-07-24,90.79,TRY,2.25,EUR,40.363,DE,completed
FX-002295,pi_1697c5da310d248326a1f869,WRK-000162,2025-07-21,82.47,TRY,2.09,EUR,39.4276,DE,completed
FX-002296,pi_d6f100352a1e06720a986abe,WRK-000162,2025-11-24,177.81,TRY,4.82,EUR,36.9246,DE,completed
FX-002297,pi_afc5953721d8f39562353273,WRK-000162,2025-12-09,77.15,TRY,1.93,EUR,39.884,DE,completed
FX-002298,pi_038a051f68bc2512321300fd,WRK-000164,2024-10-13,159.86,TRY,4.0,EUR,39.9916,DE,completed
FX-002299,pi_63de6e1b7166e2fd4a747526,WRK-000164,2024-10-22,120.98,TRY,3.17,EUR,38.181,DE,completed
FX-002300,pi_6b3e161379dc6cdef95938a6,WRK-000164,2024-10-23,148.58,TRY,3.73,EUR,39.8761,DE,completed
FX-002301,pi_172eb8302a8230c97e1a8374,WRK-000164,2024-11-21,113.37,TRY,2.86,EUR,39.5856,DE,completed
FX-002302,pi_084673d7ce4873462b427c23,WRK-000164,2025-01-24,175.04,TRY,4.69,EUR,37.2994,DE,failed
FX-002303,pi_051b48f3c45643573a06afb3,WRK-000164,2025-02-27,95.24,TRY,2.54,EUR,37.4296,DE,completed
FX-002304,pi_c8eb41085f3d6d8b180f0fd1,WRK-000164,2025-02-20,188.76,TRY,4.96,EUR,38.0802,DE,completed
FX-002305,pi_40539bc170feb2354d68765f,WRK-000164,2025-02-23,153.86,TRY,4.04,EUR,38.0696,DE,completed
FX-002306,pi_44247641e12fcfcb20bb7f7a,WRK-000164,2025-03-24,114.4,TRY,2.95,EUR,38.8253,DE,completed
FX-002307,pi_129f2baeb40d6d542d66d368,WRK-000164,2025-04-21,119.61,TRY,3.17,EUR,37.7565,DE,completed
FX-002308,pi_b7529e8fbc7db85a1c771f4b,WRK-000164,2025-06-23,158.17,TRY,4.24,EUR,37.3007,DE,completed
FX-002309,pi_8eab804e5f3809119b64537b,WRK-000164,2025-07-19,134.15,TRY,3.57,EUR,37.5849,DE,completed
FX-002310,pi_c1c8fb5aece6b02f480cf2b8,WRK-000164,2025-08-06,140.81,TRY,3.73,EUR,37.7615,DE,completed
FX-002311,pi_b86f1aea1bdb17898d954fc2,WRK-000164,2025-09-07,113.52,TRY,3.05,EUR,37.1832,DE,completed
FX-002312,pi_15557aafe6baae1e4b4f2c84,WRK-000164,2025-11-24,160.42,TRY,4.03,EUR,39.7775,DE,completed
FX-002313,pi_4ba2b7840fca50a3334f99b5,WRK-000164,2025-11-16,186.78,TRY,4.81,EUR,38.8612,DE,completed
FX-002314,pi_ae2c0322a524fb756bf331a1,WRK-000164,2025-11-04,128.91,TRY,3.29,EUR,39.2223,DE,completed
FX-002315,pi_b91e60ea08cce3aa6c60efb8,WRK-000164,2026-01-17,178.47,TRY,4.78,EUR,37.3413,DE,completed
FX-002316,pi_a05e27f881363949028b44d6,WRK-000166,2024-04-19,152.95,EUR,5912.8,TRY,38.6584,TR,completed
FX-002317,pi_d8bf6bbe75c182610ac350fa,WRK-000166,2024-07-14,114.48,EUR,4256.18,TRY,37.1784,TR,completed
FX-002318,pi_5dca427ccf8238163148435e,WRK-000166,2024-11-27,167.17,EUR,6476.12,TRY,38.7397,TR,completed
FX-002319,pi_4347cfa9bcd539271300537f,WRK-000166,2025-01-26,152.61,EUR,5896.5,TRY,38.6377,TR,completed
FX-002320,pi_885984c5efec879ec806c7a9,WRK-000166,2025-01-24,94.69,EUR,3565.4,TRY,37.6534,TR,completed
FX-002321,pi_380e946e40ffe404ef4ded7c,WRK-000166,2025-03-16,138.01,EUR,5321.71,TRY,38.5603,TR,completed
FX-002322,pi_d25d3a01a177fc994aba3362,WRK-000166,2025-03-14,129.47,EUR,4897.02,TRY,37.8236,TR,completed
FX-002323,pi_54f41c85bb293673aada6770,WRK-000166,2025-09-14,108.03,EUR,4021.76,TRY,37.2282,TR,completed
FX-002324,pi_75af9034bb9e4940417b675e,WRK-000166,2025-09-01,100.78,EUR,3910.13,TRY,38.7987,TR,completed
FX-002325,pi_fec59240a1f8d2035a45878c,WRK-000166,2025-09-21,166.22,EUR,6618.78,TRY,39.8194,TR,completed
FX-002326,pi_3b9d6231128ac88c46976906,WRK-000166,2025-10-06,139.19,EUR,5301.41,TRY,38.0876,TR,completed
FX-002327,pi_b32cf14f1d722808678e83ae,WRK-000166,2026-01-17,145.62,EUR,5385.65,TRY,36.9843,TR,completed
FX-002328,pi_9b2af0b26bcf794af98282a2,WRK-000166,2026-01-27,181.28,EUR,6809.49,TRY,37.5634,TR,completed
FX-002329,pi_e4b7d7be4421d29102f8bf6a,WRK-000167,2024-07-22,352.44,TRY,9.32,EUR,37.798,DE,completed
FX-002330,pi_acab4f7debe1afcb11bceb6d,WRK-000167,2024-07-23,346.8,TRY,8.69,EUR,39.886,DE,completed
FX-002331,pi_ba80e365681b6b030d9ff848,WRK-000167,2024-08-03,193.42,TRY,4.93,EUR,39.1981,DE,completed
FX-002332,pi_6f630f0e47166851ac46f0d2,WRK-000167,2024-10-11,293.02,TRY,7.26,EUR,40.3598,DE,pending
FX-002333,pi_b566248a7f02cd9c5d66755b,WRK-000167,2025-02-25,145.92,TRY,3.88,EUR,37.6544,DE,completed
FX-002334,pi_2196b8608bd51be38727ffed,WRK-000167,2025-02-03,222.25,TRY,5.51,EUR,40.3264,DE,completed
FX-002335,pi_15ad36d9a6f8c065180b1ffe,WRK-000167,2025-03-08,278.74,TRY,7.26,EUR,38.3715,DE,completed
FX-002336,pi_b6f478aea3350a7242a11ffa,WRK-000167,2025-05-17,239.53,TRY,6.47,EUR,37.0314,DE,completed
FX-002337,pi_c789f1adcf4f7f4d0837571b,WRK-000167,2025-05-20,301.89,TRY,7.96,EUR,37.9095,DE,completed
FX-002338,pi_efc6bb0cd74122a71ffd5d17,WRK-000167,2025-05-27,185.7,TRY,4.98,EUR,37.2583,DE,completed
FX-002339,pi_08412199e5f9eb481065d2de,WRK-000167,2025-06-03,204.86,TRY,5.4,EUR,37.9135,DE,completed
FX-002340,pi_bad9617b83b116343f196d05,WRK-000167,2025-06-22,249.79,TRY,6.33,EUR,39.4751,DE,completed
FX-002341,pi_baade102e936e0d49bb3e77c,WRK-000167,2025-06-04,328.6,TRY,8.55,EUR,38.4309,DE,completed
FX-002342,pi_3dddaaa1e21d648926d2caa2,WRK-000167,2025-08-20,324.31,TRY,8.3,EUR,39.052,DE,completed
FX-002343,pi_86c32a3a43c8039c34915b5f,WRK-000167,2025-12-23,343.57,TRY,8.62,EUR,39.8366,DE,completed
FX-002344,pi_567071dcc81321246fb34cc3,WRK-000168,2024-06-17,112.47,TRY,2.85,EUR,39.512,DE,completed
FX-002345,pi_d797db4ed2d09e0011b3e756,WRK-000168,2024-07-06,179.73,TRY,4.45,EUR,40.4197,DE,completed
FX-002346,pi_632c8e9675d7e85471991912,WRK-000168,2024-07-12,229.61,TRY,5.72,EUR,40.1299,DE,completed
FX-002347,pi_caf1eb0a815f12d6b7e5554a,WRK-000168,2024-08-13,162.68,TRY,4.28,EUR,37.9786,DE,completed
FX-002348,pi_573af43997614e631acc2b2d,WRK-000168,2024-09-18,143.35,TRY,3.78,EUR,37.891,DE,completed
FX-002349,pi_271135b68835152525a9089b,WRK-000168,2024-11-16,215.86,TRY,5.35,EUR,40.3232,DE,completed
FX-002350,pi_5aa38f588c47a866f74359b4,WRK-000168,2024-11-05,131.26,TRY,3.48,EUR,37.736,DE,completed
