worker_id,month,rent,transport,food,insurance,total
WRK-000179,2025-04,783.06,261.52,416.71,597.51,2058.8
WRK-000179,2025-05,820.94,274.17,436.86,626.41,2158.38
WRK-000179,2025-06,881.46,294.39,469.07,672.59,2317.51
WRK-000179,2025-07,874.69,292.12,465.46,667.42,2299.69
WRK-000179,2025-08,840.86,280.83,447.46,641.61,2210.76
WRK-000179,2025-09,800.05,267.2,425.74,610.47,2103.46
WRK-000179,2025-10,858.67,286.77,456.94,655.19,2257.57
WRK-000179,2025-11,846.8,282.81,450.62,646.14,2226.37
WRK-000179,2025-12,790.69,264.07,420.76,603.33,2078.85
WRK-000179,2026-01,904.71,302.15,481.44,690.33,2378.63
WRK-000179,2026-02,804.91,268.82,428.33,614.18,2116.24
WRK-000180,2024-09,873.79,151.71,500.9,280.37,1806.77
WRK-000180,2024-10,926.02,160.78,530.84,297.13,1914.77
WRK-000180,2024-11,892.35,154.93,511.54,286.33,1845.15
WRK-000180,2024-12,840.9,146.0,482.05,269.82,1738.77
WRK-000180,2025-01,887.86,154.15,508.97,284.89,1835.87
WRK-000180,2025-02,911.35,158.23,522.44,292.42,1884.44
WRK-000180,2025-03,939.13,163.06,538.36,301.34,1941.89
WRK-000180,2025-04,928.55,161.22,532.29,297.94,1920.0
WRK-000180,2025-05,882.04,153.14,505.64,283.02,1823.84
WRK-000180,2025-06,900.13,156.28,516.01,288.83,1861.25
WRK-000180,2025-07,841.8,146.16,482.56,270.11,1740.63
WRK-000180,2025-08,922.74,160.21,528.96,296.08,1907.99
WRK-000180,2025-09,942.0,163.55,540.01,302.26,1947.82
WRK-000180,2025-10,945.35,164.14,541.93,303.34,1954.76
WRK-000180,2025-11,909.14,157.85,521.17,291.71,1879.87
WRK-000180,2025-12,874.8,151.89,501.48,280.7,1808.87
WRK-000180,2026-01,931.65,161.76,534.07,298.94,1926.42
WRK-000180,2026-02,911.62,158.28,522.59,292.51,1885.0
WRK-000181,2024-11,654.15,201.41,387.76,115.22,1358.54
WRK-000181,2024-12,697.65,214.8,413.54,122.89,1448.88
WRK-000181,2025-01,624.35,192.23,370.09,109.98,1296.65
WRK-000181,2025-02,683.19,210.35,404.97,120.34,1418.85
WRK-000181,2025-03,610.61,188.0,361.95,107.56,1268.12
WRK-000181,2025-04,697.7,214.82,413.57,122.9,1448.99
WRK-000181,2025-05,648.12,199.55,384.18,114.16,1346.01
WRK-000181,2025-06,637.67,196.33,377.98,112.32,1324.3
WRK-000181,2025-07,646.88,199.17,383.45,113.94,1343.44
WRK-000181,2025-08,687.63,211.71,407.6,121.12,1428.06
WRK-000181,2025-09,685.13,210.94,406.12,120.68,1422.87
WRK-000181,2025-10,610.66,188.02,361.98,107.56,1268.22
WRK-000181,2025-11,611.32,188.22,362.36,107.68,1269.58
WRK-000181,2025-12,658.21,202.66,390.16,115.94,1366.97
WRK-000181,2026-01,670.64,206.48,397.53,118.13,1392.78
WRK-000181,2026-02,627.68,193.26,372.06,110.56,1303.56
WRK-000182,2024-12,780.19,297.91,553.18,458.01,2089.29
WRK-000182,2025-01,797.25,304.42,565.27,468.03,2134.97
WRK-000182,2025-02,777.83,297.0,551.51,456.62,2082.96
WRK-000182,2025-03,876.97,334.86,621.8,514.82,2348.45
WRK-000182,2025-04,823.05,314.27,583.56,483.17,2204.05
WRK-000182,2025-05,886.75,338.59,628.73,520.56,2374.63
WRK-000182,2025-06,772.29,294.89,547.58,453.37,2068.13
WRK-000182,2025-07,776.57,296.52,550.61,455.88,2079.58
WRK-000182,2025-08,836.34,319.35,592.99,490.97,2239.65
WRK-000182,2025-09,761.87,290.91,540.19,447.26,2040.23
WRK-000182,2025-10,819.28,312.83,580.9,480.96,2193.97
WRK-000182,2025-11,771.51,294.59,547.02,452.91,2066.03
WRK-000182,2025-12,834.61,318.68,591.76,489.95,2235.0
WRK-000182,2026-01,821.76,313.78,582.65,482.41,2200.6
WRK-000182,2026-02,823.33,314.38,583.76,483.33,2204.8
WRK-000183,2024-06,745.01,218.56,382.55,411.64,1757.76
WRK-000183,2024-07,704.52,206.68,361.76,389.27,1662.23
WRK-000183,2024-08,696.17,204.23,357.47,384.66,1642.53
WRK-000183,2024-09,774.61,227.25,397.74,428.0,1827.6
WRK-000183,2024-10,807.75,236.97,414.76,446.31,1905.79
WRK-000183,2024-11,767.67,225.21,394.18,424.16,1811.22
WRK-000183,2024-12,725.67,212.89,372.62,400.96,1712.14
WRK-000183,2025-01,702.87,206.2,360.91,388.36,1658.34
WRK-000183,2025-02,790.6,231.94,405.96,436.84,1865.34
WRK-000183,2025-03,806.4,236.57,414.07,445.57,1902.61
WRK-000183,2025-04,770.1,225.92,395.43,425.51,1816.96
WRK-000183,2025-05,794.9,233.2,408.16,439.21,1875.47
WRK-000183,2025-06,787.25,230.95,404.24,434.98,1857.42
WRK-000183,2025-07,708.45,207.84,363.78,391.45,1671.52
WRK-000183,2025-08,806.59,236.63,414.17,445.67,1903.06
WRK-000183,2025-09,729.7,214.07,374.68,403.18,1721.63
WRK-000183,2025-10,803.65,235.76,412.66,444.04,1896.11
WRK-000183,2025-11,751.73,220.53,386.0,415.36,1773.62
WRK-000183,2025-12,773.14,226.82,396.99,427.19,1824.14
WRK-000183,2026-01,758.23,222.44,389.34,418.95,1788.96
WRK-000183,2026-02,731.04,214.46,375.37,403.93,1724.8
WRK-000184,2024-10,346.91,76.24,231.43,150.03,804.61
WRK-000184,2024-11,384.7,84.55,256.65,166.38,892.28
WRK-000184,2024-12,354.05,77.81,236.2,153.12,821.18
WRK-000184,2025-01,346.8,76.22,231.37,149.99,804.38
WRK-000184,2025-02,349.13,76.73,232.92,151.0,809.78
WRK-000184,2025-03,364.65,80.14,243.27,157.71,845.77
WRK-000184,2025-04,336.27,73.91,224.34,145.43,779.95
WRK-000184,2025-05,373.01,81.98,248.85,161.32,865.16
WRK-000184,2025-06,379.29,83.36,253.04,164.04,879.73
WRK-000184,2025-07,351.71,77.3,234.64,152.11,815.76
WRK-000184,2025-08,366.98,80.65,244.82,158.71,851.16
WRK-000184,2025-09,359.96,79.11,240.14,155.68,834.89
WRK-000184,2025-10,337.53,74.18,225.18,145.98,782.87
WRK-000184,2025-11,370.44,81.41,247.13,160.21,859.19
WRK-000184,2025-12,375.78,82.59,250.69,162.52,871.58
WRK-000184,2026-01,349.41,76.79,233.11,151.12,810.43
WRK-000184,2026-02,338.0,74.28,225.49,146.18,783.95
WRK-000185,2024-05,752.29,150.67,441.02,524.57,1868.55
WRK-000185,2024-06,829.12,166.05,486.06,578.14,2059.37
WRK-000185,2024-07,792.25,158.67,464.44,552.43,1967.79
WRK-000185,2024-08,826.3,165.49,484.41,576.18,2052.38
WRK-000185,2024-09,765.13,153.24,448.54,533.52,1900.43
WRK-000185,2024-10,771.77,154.57,452.43,538.15,1916.92
WRK-000185,2024-11,794.06,159.03,465.5,553.69,1972.28
WRK-000185,2024-12,722.59,144.72,423.61,503.86,1794.78
WRK-000185,2025-01,839.44,168.12,492.1,585.33,2084.99
WRK-000185,2025-02,756.03,151.41,443.21,527.17,1877.82
WRK-000185,2025-03,718.42,143.88,421.16,500.95,1784.41
WRK-000185,2025-04,765.3,153.27,448.65,533.64,1900.86
WRK-000185,2025-05,764.81,153.17,448.36,533.3,1899.64
WRK-000185,2025-06,740.68,148.34,434.21,516.47,1839.7
WRK-000185,2025-07,748.94,149.99,439.05,522.23,1860.21
WRK-000185,2025-08,835.87,167.4,490.01,582.85,2076.13
WRK-000185,2025-09,733.58,146.92,430.05,511.52,1822.07
WRK-000185,2025-10,809.62,162.15,474.62,564.54,2010.93
WRK-000185,2025-11,774.09,155.03,453.8,539.77,1922.69
WRK-000185,2025-12,731.92,146.59,429.08,510.37,1817.96
WRK-000185,2026-01,732.48,146.7,429.4,510.75,1819.33
WRK-000185,2026-02,808.21,161.87,473.8,563.56,2007.44
WRK-000186,2024-11,308.46,106.95,173.42,134.92,723.75
WRK-000186,2024-12,324.37,112.46,182.36,141.88,761.07
WRK-000186,2025-01,309.66,107.36,174.09,135.44,726.55
WRK-000186,2025-02,285.49,98.98,160.5,124.87,669.84
WRK-000186,2025-03,323.33,112.1,181.78,141.42,758.63
WRK-000186,2025-04,324.32,112.45,182.33,141.85,760.95
WRK-000186,2025-05,302.44,104.86,170.03,132.28,709.61
WRK-000186,2025-06,290.43,100.69,163.28,127.03,681.43
WRK-000186,2025-07,319.35,110.72,179.54,139.68,749.29
WRK-000186,2025-08,293.78,101.86,165.16,128.5,689.3
WRK-000186,2025-09,282.36,97.9,158.74,123.5,662.5
WRK-000186,2025-10,286.05,99.18,160.82,125.11,671.16
WRK-000186,2025-11,304.25,105.49,171.05,133.08,713.87
WRK-000186,2025-12,313.63,108.74,176.32,137.18,735.87
WRK-000186,2026-01,307.8,106.72,173.05,134.63,722.2
WRK-000186,2026-02,310.83,107.77,174.75,135.96,729.31
WRK-000187,2024-05,936.65,219.13,428.1,299.64,1883.52
WRK-000187,2024-06,1011.52,236.64,462.33,323.59,2034.08
WRK-000187,2024-07,1019.38,238.48,465.92,326.1,2049.88
WRK-000187,2024-08,1063.5,248.8,486.08,340.22,2138.6
WRK-000187,2024-09,1068.43,249.96,488.33,341.8,2148.52
WRK-000187,2024-10,916.63,214.44,418.95,293.23,1843.25
WRK-000187,2024-11,1035.1,242.16,473.1,331.13,2081.49
WRK-000187,2024-12,959.28,224.42,438.45,306.88,1929.03
WRK-000187,2025-01,933.05,218.29,426.46,298.49,1876.29
WRK-000187,2025-02,1061.57,248.35,485.2,339.6,2134.72
WRK-000187,2025-03,1032.05,241.45,471.71,330.16,2075.37
WRK-000187,2025-04,1054.58,246.72,482.01,337.37,2120.68
WRK-000187,2025-05,1059.79,247.94,484.39,339.03,2131.15
WRK-000187,2025-06,1065.17,249.19,486.84,340.75,2141.95
WRK-000187,2025-07,1033.13,241.7,472.2,330.5,2077.53
WRK-000187,2025-08,967.7,226.39,442.3,309.57,1945.96
WRK-000187,2025-09,924.58,216.3,422.59,295.78,1859.25
WRK-000187,2025-10,973.71,227.8,445.04,311.49,1958.04
WRK-000187,2025-11,1043.44,244.11,476.92,333.8,2098.27
WRK-000187,2025-12,1069.17,250.13,488.67,342.03,2150.0
WRK-000187,2026-01,984.5,230.32,449.97,314.95,1979.74
WRK-000187,2026-02,986.37,230.76,450.83,315.55,1983.51
WRK-000188,2024-12,948.66,239.68,495.29,768.82,2452.45
WRK-000188,2025-01,1087.68,274.8,567.88,881.49,2811.85
WRK-000188,2025-02,949.74,239.95,495.86,769.7,2455.25
WRK-000188,2025-03,952.62,240.68,497.36,772.02,2462.68
WRK-000188,2025-04,976.14,246.62,509.64,791.09,2523.49
WRK-000188,2025-05,946.19,239.05,494.01,766.82,2446.07
WRK-000188,2025-06,977.19,246.89,510.19,791.94,2526.21
WRK-000188,2025-07,995.99,251.63,520.0,807.17,2574.79
WRK-000188,2025-08,1029.79,260.18,537.65,834.57,2662.19
WRK-000188,2025-09,1047.96,264.76,547.14,849.29,2709.15
WRK-000188,2025-10,1000.12,252.68,522.16,810.52,2585.48
WRK-000188,2025-11,945.52,238.88,493.66,766.27,2444.33
WRK-000188,2025-12,1065.88,269.29,556.5,863.82,2755.49
WRK-000188,2026-01,933.15,235.76,487.2,756.25,2412.36
WRK-000188,2026-02,1042.99,263.51,544.55,845.27,2696.32
WRK-000189,2025-01,213.85,48.39,167.49,163.89,593.62
WRK-000189,2025-02,217.64,49.24,170.46,166.79,604.13
WRK-000189,2025-03,210.97,47.74,165.24,161.68,585.63
WRK-000189,2025-04,227.06,51.37,177.83,174.01,630.27
WRK-000189,2025-05,201.97,45.7,158.19,154.78,560.64
WRK-000189,2025-06,234.79,53.12,183.89,179.94,651.74
WRK-000189,2025-07,209.72,47.45,164.25,160.72,582.14
WRK-000189,2025-08,224.81,50.87,176.07,172.28,624.03
WRK-000189,2025-09,224.79,50.86,176.06,172.27,623.98
WRK-000189,2025-10,213.71,48.35,167.38,163.78,593.22
WRK-000189,2025-11,212.07,47.98,166.1,162.52,588.67
WRK-000189,2025-12,220.95,49.99,173.05,169.33,613.32
WRK-000189,2026-01,213.32,48.27,167.07,163.48,592.14
WRK-000189,2026-02,219.47,49.66,171.9,168.2,609.23
WRK-000190,2024-08,923.96,174.21,397.15,479.52,1974.84
WRK-000190,2024-09,914.14,172.36,392.93,474.43,1953.86
WRK-000190,2024-10,991.91,187.02,426.36,514.79,2120.08
WRK-000190,2024-11,964.34,181.82,414.51,500.48,2061.15
WRK-000190,2024-12,890.67,167.93,382.84,462.25,1903.69
WRK-000190,2025-01,1001.35,188.8,430.42,519.69,2140.26
WRK-000190,2025-02,1000.19,188.58,429.92,519.09,2137.78
WRK-000190,2025-03,922.02,173.84,396.32,478.52,1970.7
WRK-000190,2025-04,1018.94,192.12,437.98,528.82,2177.86
WRK-000190,2025-05,1035.42,195.22,445.06,537.37,2213.07
WRK-000190,2025-06,1041.76,196.42,447.79,540.66,2226.63
WRK-000190,2025-07,1000.78,188.69,430.17,519.39,2139.03
WRK-000190,2025-08,957.72,180.57,411.67,497.05,2047.01
WRK-000190,2025-09,933.32,175.97,401.18,484.38,1994.85
WRK-000190,2025-10,934.39,176.17,401.64,484.94,1997.14
WRK-000190,2025-11,1008.68,190.18,433.57,523.5,2155.93
WRK-000190,2025-12,990.6,186.77,425.8,514.11,2117.28
WRK-000190,2026-01,1030.62,194.32,443.0,534.88,2202.82
WRK-000190,2026-02,903.84,170.41,388.5,469.08,1931.83
WRK-000191,2024-11,724.23,187.28,483.43,627.55,2022.49
WRK-000191,2024-12,790.56,204.43,527.7,685.03,2207.72
WRK-000191,2025-01,751.91,194.44,501.9,651.54,2099.79
WRK-000191,2025-02,700.45,181.13,467.55,606.94,1956.07
WRK-000191,2025-03,747.0,193.17,498.62,647.28,2086.07
WRK-000191,2025-04,724.82,187.43,483.82,628.06,2024.13
WRK-000191,2025-05,727.74,188.19,485.76,630.59,2032.28
WRK-000191,2025-06,745.84,192.87,497.85,646.27,2082.83
WRK-000191,2025-07,712.43,184.23,475.54,617.32,1989.52
WRK-000191,2025-08,764.88,197.79,510.56,662.77,2136.0
WRK-000191,2025-09,812.67,210.15,542.45,704.18,2269.45
WRK-000191,2025-10,783.86,202.7,523.23,679.22,2189.01
WRK-000191,2025-11,729.98,188.77,487.26,632.53,2038.54
WRK-000191,2025-12,708.41,183.19,472.86,613.84,1978.3
WRK-000191,2026-01,773.92,200.13,516.59,670.61,2161.25
WRK-000191,2026-02,713.41,184.48,476.2,618.17,1992.26
WRK-000192,2025-01,598.19,114.4,349.19,250.32,1312.1
WRK-000192,2025-02,520.33,99.51,303.74,217.73,1141.31
WRK-000192,2025-03,516.15,98.71,301.3,215.98,1132.14
WRK-000192,2025-04,556.72,106.47,324.98,232.96,1221.13
WRK-000192,2025-05,535.21,102.35,312.42,223.96,1173.94
WRK-000192,2025-06,578.59,110.65,337.74,242.11,1269.09
WRK-000192,2025-07,586.11,112.09,342.13,245.26,1285.59
WRK-000192,2025-08,571.11,109.22,333.38,238.98,1252.69
WRK-000192,2025-09,601.31,115.0,351.01,251.62,1318.94
WRK-000192,2025-10,546.53,104.52,319.03,228.7,1198.78
WRK-000192,2025-11,528.48,101.07,308.49,221.14,1159.18
WRK-000192,2025-12,584.83,111.84,341.39,244.73,1282.79
WRK-000192,2026-01,517.87,99.04,302.3,216.71,1135.92
WRK-000192,2026-02,546.57,104.53,319.06,228.72,1198.88
WRK-000193,2024-11,423.65,156.92,351.58,243.48,1175.63
WRK-000193,2024-12,397.23,147.14,329.66,228.3,1102.33
WRK-000193,2025-01,408.25,151.22,338.81,234.63,1132.91
WRK-000193,2025-02,388.14,143.77,322.12,223.07,1077.1
WRK-000193,2025-03,437.17,161.93,362.8,251.25,1213.15
WRK-000193,2025-04,397.27,147.15,329.69,228.32,1102.43
WRK-000193,2025-05,390.94,144.8,324.44,224.68,1084.86
WRK-000193,2025-06,394.35,146.07,327.27,226.64,1094.33
WRK-000193,2025-07,400.49,148.34,332.36,230.17,1111.36
WRK-000193,2025-08,418.8,155.13,347.56,240.7,1162.19
WRK-000193,2025-09,395.85,146.62,328.51,227.5,1098.48
WRK-000193,2025-10,383.74,142.14,318.46,220.55,1064.89
WRK-000193,2025-11,374.97,138.89,311.19,215.51,1040.56
WRK-000193,2025-12,385.81,142.9,320.18,221.73,1070.62
WRK-000193,2026-01,380.7,141.01,315.94,218.8,1056.45
WRK-000193,2026-02,380.71,141.02,315.95,218.8,1056.48
WRK-000194,2024-10,254.23,47.08,116.57,103.18,521.06
WRK-000194,2024-11,239.45,44.34,109.8,97.19,490.78
WRK-000194,2024-12,268.78,49.77,123.24,109.09,550.88
WRK-000194,2025-01,256.75,47.55,117.73,104.21,526.24
WRK-000194,2025-02,247.79,45.89,113.62,100.57,507.87
WRK-000194,2025-03,268.28,49.68,123.01,108.89,549.86
WRK-000194,2025-04,237.51,43.98,108.9,96.4,486.79
WRK-000194,2025-05,265.49,49.16,121.73,107.75,544.13
WRK-000194,2025-06,252.6,46.78,115.82,102.52,517.72
WRK-000194,2025-07,248.07,45.94,113.75,100.69,508.45
WRK-000194,2025-08,250.28,46.35,114.76,101.58,512.97
WRK-000194,2025-09,236.91,43.87,108.63,96.16,485.57
WRK-000194,2025-10,258.57,47.88,118.56,104.95,529.96
WRK-000194,2025-11,252.35,46.73,115.71,102.42,517.21
WRK-000194,2025-12,250.63,46.41,114.92,101.72,513.68
WRK-000194,2026-01,267.34,49.51,122.58,108.51,547.94
WRK-000194,2026-02,266.47,49.35,122.18,108.15,546.15
WRK-000195,2025-01,242.79,85.18,150.06,151.53,629.56
WRK-000195,2025-02,227.26,79.73,140.46,141.84,589.29
WRK-000195,2025-03,259.55,91.06,160.42,161.99,673.02
WRK-000195,2025-04,261.72,91.82,161.76,163.34,678.64
WRK-000195,2025-05,255.09,89.5,157.66,159.21,661.46
WRK-000195,2025-06,246.89,86.62,152.59,154.09,640.19
WRK-000195,2025-07,229.77,80.61,142.01,143.41,595.8
WRK-000195,2025-08,239.19,83.92,147.84,149.28,620.23
WRK-000195,2025-09,230.48,80.86,142.45,143.85,597.64
WRK-000195,2025-10,234.38,82.23,144.86,146.28,607.75
WRK-000195,2025-11,253.21,88.84,156.5,158.04,656.59
WRK-000195,2025-12,233.49,81.92,144.31,145.72,605.44
WRK-000195,2026-01,228.77,80.26,141.39,142.78,593.2
WRK-000195,2026-02,242.38,85.04,149.81,151.28,628.51
WRK-000196,2024-10,1388.12,297.92,853.76,785.93,3325.73
WRK-000196,2024-11,1337.15,286.98,822.41,757.07,3203.61
WRK-000196,2024-12,1432.28,307.39,880.92,810.93,3431.52
WRK-000196,2025-01,1363.17,292.56,838.41,771.8,3265.94
WRK-000196,2025-02,1536.43,329.75,944.98,869.9,3681.06
WRK-000196,2025-03,1356.36,291.1,834.22,767.94,3249.62
WRK-000196,2025-04,1332.62,286.01,819.62,754.5,3192.75
WRK-000196,2025-05,1349.06,289.54,829.74,763.81,3232.15
WRK-000196,2025-06,1318.81,283.04,811.13,746.68,3159.66
WRK-000196,2025-07,1339.35,287.45,823.76,758.31,3208.87
WRK-000196,2025-08,1513.11,324.74,930.63,856.69,3625.17
WRK-000196,2025-09,1476.53,316.89,908.13,835.98,3537.53
WRK-000196,2025-10,1482.65,318.21,911.9,839.45,3552.21
WRK-000196,2025-11,1536.19,329.7,944.83,869.76,3680.48
WRK-000196,2025-12,1434.26,307.82,882.13,812.05,3436.26
WRK-000196,2026-01,1316.06,282.45,809.44,745.13,3153.08
WRK-000196,2026-02,1535.76,329.6,944.56,869.52,3679.44
WRK-000197,2024-08,1188.14,322.56,538.89,447.29,2496.88
WRK-000197,2024-09,1195.15,324.46,542.07,449.93,2511.61
WRK-000197,2024-10,1231.11,334.23,558.38,463.47,2587.19
WRK-000197,2024-11,1205.39,327.24,546.72,453.79,2533.14
WRK-000197,2024-12,1386.08,376.3,628.67,521.81,2912.86
WRK-000197,2025-01,1384.1,375.76,627.77,521.06,2908.69
WRK-000197,2025-02,1290.31,350.3,585.23,485.76,2711.6
WRK-000197,2025-03,1303.09,353.77,591.03,490.57,2738.46
WRK-000197,2025-04,1387.28,376.62,629.21,522.26,2915.37
WRK-000197,2025-05,1194.54,324.3,541.79,449.7,2510.33
WRK-000197,2025-06,1258.93,341.78,571.0,473.94,2645.65
WRK-000197,2025-07,1386.89,376.52,629.04,522.12,2914.57
WRK-000197,2025-08,1215.8,330.07,551.44,457.71,2555.02
WRK-000197,2025-09,1352.59,367.21,613.48,509.2,2842.48
WRK-000197,2025-10,1297.93,352.37,588.69,488.63,2727.62
WRK-000197,2025-11,1316.01,357.28,596.89,495.43,2765.61
WRK-000197,2025-12,1278.44,347.08,579.85,481.29,2686.66
WRK-000197,2026-01,1241.84,337.14,563.25,467.51,2609.74
WRK-000197,2026-02,1311.4,356.03,594.8,493.7,2755.93
WRK-000198,2025-01,414.86,176.24,278.12,310.76,1179.98
WRK-000198,2025-02,429.57,182.49,287.99,321.79,1221.84
WRK-000198,2025-03,405.62,172.31,271.93,303.84,1153.7
WRK-000198,2025-04,394.84,167.73,264.7,295.77,1123.04
WRK-000198,2025-05,399.12,169.55,267.57,298.97,1135.21
WRK-000198,2025-06,392.37,166.68,263.04,293.91,1116.0
WRK-000198,2025-07,400.88,170.3,268.75,300.29,1140.22
WRK-000198,2025-08,432.33,183.66,289.83,323.85,1229.67
WRK-000198,2025-09,390.93,166.07,262.08,292.84,1111.92
WRK-000198,2025-10,400.29,170.05,268.35,299.85,1138.54
WRK-000198,2025-11,428.26,181.93,287.1,320.8,1218.09
WRK-000198,2025-12,390.07,165.71,261.51,292.2,1109.49
WRK-000198,2026-01,393.14,167.01,263.56,294.49,1118.2
WRK-000198,2026-02,392.14,166.59,262.89,293.75,1115.37
WRK-000199,2024-05,157.43,53.78,92.51,133.17,436.89
WRK-000199,2024-06,153.31,52.37,90.09,129.69,425.46
WRK-000199,2024-07,171.19,58.48,100.6,144.8,475.07
WRK-000199,2024-08,153.91,52.58,90.44,130.19,427.12
WRK-000199,2024-09,171.8,58.69,100.96,145.33,476.78
WRK-000199,2024-10,162.36,55.46,95.41,137.34,450.57
WRK-000199,2024-11,174.76,59.7,102.7,147.83,484.99
WRK-000199,2024-12,166.52,56.89,97.86,140.86,462.13
WRK-000199,2025-01,170.34,58.19,100.1,144.09,472.72
WRK-000199,2025-02,155.99,53.29,91.67,131.95,432.9
WRK-000199,2025-03,169.26,57.82,99.47,143.17,469.72
WRK-000199,2025-04,159.79,54.58,93.9,135.16,443.43
WRK-000199,2025-05,155.63,53.16,91.45,131.64,431.88
WRK-000199,2025-06,152.89,52.23,89.84,129.33,424.29
WRK-000199,2025-07,172.47,58.92,101.35,145.89,478.63
WRK-000199,2025-08,162.61,55.55,95.56,137.55,451.27
WRK-000199,2025-09,167.5,57.22,98.43,141.69,464.84
WRK-000199,2025-10,172.84,59.04,101.57,146.2,479.65
WRK-000199,2025-11,168.57,57.58,99.06,142.59,467.8
WRK-000199,2025-12,167.74,57.3,98.58,141.89,465.51
WRK-000199,2026-01,177.58,60.66,104.36,150.22,492.82
WRK-000199,2026-02,154.6,52.81,90.85,130.78,429.04
WRK-000200,2024-09,519.05,117.87,236.02,172.89,1045.83
WRK-000200,2024-10,527.4,119.76,239.81,175.67,1062.64
WRK-000200,2024-11,545.57,123.89,248.08,181.72,1099.26
WRK-000200,2024-12,599.15,136.05,272.44,199.57,1207.21
WRK-000200,2025-01,586.97,133.29,266.9,195.51,1182.67
WRK-000200,2025-02,592.99,134.66,269.64,197.52,1194.81
WRK-000200,2025-03,591.7,134.36,269.05,197.09,1192.2
WRK-000200,2025-04,589.56,133.88,268.08,196.37,1187.89
WRK-000200,2025-05,605.2,137.43,275.19,201.58,1219.4
WRK-000200,2025-06,520.4,118.17,236.63,173.34,1048.54
WRK-000200,2025-07,519.13,117.88,236.05,172.92,1045.98
WRK-000200,2025-08,571.78,129.84,259.99,190.45,1152.06
WRK-000200,2025-09,585.33,132.92,266.16,194.97,1179.38
WRK-000200,2025-10,548.84,124.63,249.56,182.81,1105.84
WRK-000200,2025-11,600.78,136.42,273.18,200.11,1210.49
WRK-000200,2025-12,541.66,123.0,246.3,180.42,1091.38
WRK-000200,2026-01,569.46,129.31,258.94,189.68,1147.39
WRK-000200,2026-02,559.38,127.02,254.35,186.32,1127.07
WRK-000201,2024-09,397.01,108.14,272.91,276.1,1054.16
WRK-000201,2024-10,355.8,96.92,244.58,247.44,944.74
WRK-000201,2024-11,385.37,104.97,264.91,268.0,1023.25
WRK-000201,2024-12,405.26,110.39,278.58,281.84,1076.07
WRK-000201,2025-01,392.24,106.84,269.63,272.79,1041.5
WRK-000201,2025-02,384.26,104.67,264.15,267.24,1020.32
WRK-000201,2025-03,376.89,102.66,259.08,262.11,1000.74
WRK-000201,2025-04,392.36,106.87,269.71,272.87,1041.81
WRK-000201,2025-05,391.73,106.7,269.28,272.43,1040.14
WRK-000201,2025-06,395.7,107.78,272.01,275.19,1050.68
WRK-000201,2025-07,382.98,104.32,263.27,266.35,1016.92
WRK-000201,2025-08,397.8,108.36,273.45,276.65,1056.26
WRK-000201,2025-09,347.43,94.64,238.83,241.62,922.52
WRK-000201,2025-10,383.8,104.54,263.83,266.91,1019.08
WRK-000201,2025-11,363.35,98.97,249.77,252.69,964.78
WRK-000201,2025-12,372.05,101.34,255.75,258.74,987.88
WRK-000201,2026-01,400.74,109.16,275.47,278.69,1064.06
WRK-000201,2026-02,382.24,104.12,262.75,265.83,1014.94
WRK-000202,2024-06,638.08,173.71,498.39,365.02,1675.2
WRK-000202,2024-07,660.0,179.68,515.51,377.56,1732.75
WRK-000202,2024-08,717.5,195.33,560.43,410.45,1883.71
WRK-000202,2024-09,638.72,173.88,498.89,365.38,1676.87
WRK-000202,2024-10,649.3,176.76,507.15,371.43,1704.64
WRK-000202,2024-11,666.05,181.32,520.24,381.02,1748.63
WRK-000202,2024-12,658.1,179.16,514.02,376.47,1727.75
WRK-000202,2025-01,672.79,183.16,525.5,384.87,1766.32
WRK-000202,2025-02,697.67,189.93,544.93,399.11,1831.64
WRK-000202,2025-03,648.55,176.56,506.57,371.01,1702.69
WRK-000202,2025-04,725.32,197.46,566.53,414.92,1904.23
WRK-000202,2025-05,673.44,183.34,526.01,385.25,1768.04
WRK-000202,2025-06,732.58,199.43,572.2,419.08,1923.29
WRK-000202,2025-07,696.56,189.63,544.06,398.47,1828.72
WRK-000202,2025-08,683.92,186.19,534.19,391.24,1795.54
WRK-000202,2025-09,666.07,181.33,520.25,381.03,1748.68
WRK-000202,2025-10,727.01,197.92,567.85,415.89,1908.67
WRK-000202,2025-11,729.88,198.7,570.09,417.53,1916.2
WRK-000202,2025-12,652.64,177.67,509.76,373.35,1713.42
WRK-000202,2026-01,656.37,178.69,512.68,375.48,1723.22
WRK-000202,2026-02,698.73,190.22,545.76,399.72,1834.43
WRK-000203,2024-12,488.69,132.33,241.59,142.82,1005.43
WRK-000203,2025-01,518.0,140.27,256.07,151.38,1065.72
WRK-000203,2025-02,485.08,131.36,239.8,141.76,998.0
WRK-000203,2025-03,534.55,144.75,264.25,156.22,1099.77
WRK-000203,2025-04,546.58,148.01,270.2,159.73,1124.52
WRK-000203,2025-05,474.33,128.44,234.48,138.62,975.87
WRK-000203,2025-06,466.76,126.4,230.74,136.41,960.31
WRK-000203,2025-07,471.72,127.74,233.2,137.86,970.52
WRK-000203,2025-08,529.15,143.29,261.58,154.64,1088.66
WRK-000203,2025-09,536.12,145.18,265.03,156.67,1103.0
WRK-000203,2025-10,521.12,141.12,257.62,152.29,1072.15
WRK-000203,2025-11,467.8,126.68,231.26,136.71,962.45
WRK-000203,2025-12,519.38,140.64,256.76,151.78,1068.56
